"taxon","p_lure","q_lure"
"ASV_2285",0.546237265518782,0.867043278601241
"ASV_10295",0.467540776789734,0.853945703836692
"ASV_4083",0.380315106691111,0.853945703836692
"ASV_4052",0.154947544234966,0.696473747496328
"ASV_4833",0.227446013837507,0.74572463553281
"ASV_16141",0.772979810626758,0.968626808209346
"ASV_19598",0.545177567355423,0.867043278601241
"ASV_19706",0.412796447367095,0.853945703836692
"ASV_7880",0.782896034490448,0.968626808209346
"ASV_12132",0.0328138850033317,0.386045705921549
"ASV_8640",0.0561235447364447,0.496086536303884
"ASV_12548",0.128148585737606,0.640742928688031
"ASV_18877",0.60250082297309,0.901080023799113
"ASV_7978",0.496100736506527,0.853945703836692
"ASV_10208",0.332774265654791,0.815935025126299
"ASV_10164",0.71653250597873,0.94904967679302
"ASV_12870",0.0419469712454618,0.466077458282909
"ASV_4076",0.114464361495345,0.640742928688031
"ASV_9691",0.477708321998159,0.853945703836692
"ASV_14064",0.832766254244566,0.968626808209346
"ASV_7810",0.331503003446123,0.815935025126299
"ASV_18169",0.520056166140935,0.853945703836692
"ASV_8208",0.0658859099030043,0.516484413612467
"ASV_10251",0.441958379003976,0.853945703836692
"ASV_8643",0.363488728511226,0.8356062724396
"ASV_5903",0.0322141289058526,0.386045705921549
"ASV_16269",0.412781151228653,0.853945703836692
"ASV_13706",0.633053541460638,0.920591145660698
"ASV_13108",0.430461318252404,0.853945703836692
"ASV_12780",0.194143663156597,0.741283143033859
"ASV_24648",0.819274649150356,0.968626808209346
"ASV_12734",0.00299217024181733,0.149015007932796
"ASV_1905",0.91077838347235,0.968626808209346
"ASV_10624",0.603723615945406,0.901080023799113
"ASV_9392",0.495835771148026,0.853945703836692
"ASV_9782",0.235883562710419,0.748836707017203
"ASV_199",0.849717919711293,0.968626808209346
"ASV_14792",0.903083942015874,0.968626808209346
"ASV_2213",0.962336159884084,0.9865170398861
"ASV_1238",0.986990769739785,0.990600990064383
"ASV_10510",0.786154174113725,0.968626808209346
"ASV_2007",0.302226292539166,0.815935025126299
"ASV_319",0.749669972952682,0.968626808209346
"ASV_6917",0.0683553568129127,0.516484413612467
"ASV_5156",0.820634278587662,0.968626808209346
"ASV_5702",0.289846562867542,0.811687973277845
"ASV_9085",0.167153699399119,0.696473747496328
"ASV_6633",0.446463491634901,0.853945703836692
"ASV_19483",0.6820618014561,0.932773362739215
"ASV_7977",0.709663711577977,0.94904967679302
"ASV_1687",0.435523285267971,0.853945703836692
"ASV_23277",0.313262275304946,0.815935025126299
"ASV_9583",0.810571308157982,0.968626808209346
"ASV_5838",0.00551415017680065,0.154481331089014
"ASV_11336",0.640460460340443,0.921525842216465
"ASV_3717",0.813520247917903,0.968626808209346
"ASV_1482",0.00495407656785179,0.154481331089014
"ASV_11794",0.0264318354280144,0.386045705921549
"ASV_9708",0.715328982059564,0.94904967679302
"ASV_1433",0.00617925324356057,0.154481331089014
"ASV_18015",0.731510754748479,0.962514150984841
"ASV_19175",0.126475920033775,0.640742928688031
"ASV_8864",0.573090042679729,0.895453191687077
"ASV_3926",0.676878842072551,0.932773362739215
"ASV_11115",0.862466086257488,0.968626808209346
"ASV_2810",0.581111497496758,0.898018723042586
"ASV_5",0.685588421613323,0.932773362739215
"ASV_7449",0.588202263592894,0.898018723042586
"ASV_7376",0.00307449881992813,0.149015007932796
"ASV_17542",0.423838804949701,0.853945703836692
"ASV_18544",0.0720541622827577,0.516484413612467
"ASV_4605",0.254305464346111,0.773552756046631
"ASV_8396",0.511360452550729,0.853945703836692
"ASV_8937",0.000446649113946753,0.0893298227893506
"ASV_4646",0.683428805908739,0.932773362739215
"ASV_9852",0.515698761020946,0.853945703836692
"ASV_13151",0.395294974159961,0.853945703836692
"ASV_4589",0.320271841634461,0.815935025126299
"ASV_15374",0.684088336823434,0.932773362739215
"ASV_9528",0.27567913221645,0.810820977107206
"ASV_3125",0.895850137658506,0.968626808209346
"ASV_6273",0.323629515924525,0.815935025126299
"ASV_25414",0.204910463136854,0.741283143033859
"ASV_3923",0.321769377698542,0.815935025126299
"ASV_5528",0.921391850852961,0.968626808209346
"ASV_6655",0.967160663288644,0.9865170398861
"ASV_1395",0.0512446599520829,0.495508849474483
"ASV_5103",0.856089654808241,0.968626808209346
"ASV_192",0.295986437613597,0.811687973277845
"ASV_3380",0.92970419813879,0.968626808209346
"ASV_29406",0.116820209023465,0.640742928688031
"ASV_1769",0.290309253001102,0.811687973277845
"ASV_14881",0.347429216196442,0.819051819022608
"ASV_18022",0.678067466764737,0.932773362739215
"ASV_5789",0.231737449149708,0.747540158547446
"ASV_11210",0.222384942910158,0.741283143033859
"ASV_7025",0.214216253022916,0.741283143033859
"ASV_5727",0.0113731761336375,0.228744545327862
"ASV_4268",0.530209810305129,0.862129772853868
"ASV_13242",0.0147480352186678,0.268146094884869
"ASV_11723",0.0318003306695955,0.386045705921549
"ASV_12447",0.220528978672253,0.741283143033859
"ASV_15958",0.0748902399738078,0.516484413612467
"ASV_2691",0.139344324661752,0.665073618102607
"ASV_11114",0.457361701475035,0.853945703836692
"ASV_6622",0.97128792715902,0.9865170398861
"ASV_8075",0.493832998018206,0.853945703836692
"ASV_3285",0.410630735522126,0.853945703836692
"ASV_9193",0.426783416981665,0.853945703836692
"ASV_3620",0.696232164489834,0.940854276337613
"ASV_1317",0.268206653042532,0.800616874753827
"ASV_7514",0.083710597339169,0.540068369930123
"ASV_22991",0.825450695538374,0.968626808209346
"ASV_9406",0.353763047742271,0.822704762191327
"ASV_1289",0.285562329497126,0.811687973277845
"ASV_12330",0.0720877415343811,0.516484413612467
"ASV_8188",0.0114372272663931,0.228744545327862
"ASV_9178",0.214243450179825,0.741283143033859
"ASV_10391",0.342406853079225,0.819051819022608
"ASV_9610",0.908826616681484,0.968626808209346
"ASV_2254",0.62316825769108,0.917651556957791
"ASV_2795",0.517319898060137,0.853945703836692
"ASV_13251",0.763176574272398,0.968626808209346
"ASV_3972",0.196339820031156,0.741283143033859
"ASV_22164",0.895684645236919,0.968626808209346
"ASV_18465",0.0264160820949083,0.386045705921549
"ASV_3859",0.0734661405303634,0.516484413612467
"ASV_5640",0.434043556797471,0.853945703836692
"ASV_12553",0.0782172749483406,0.521448499655604
"ASV_10012",0.635207890505882,0.920591145660698
"ASV_23943",0.842241043223505,0.968626808209346
"ASV_6698",0.429181483080307,0.853945703836692
"ASV_4689",0.386589592987898,0.853945703836692
"ASV_2600",0.0285041689102654,0.386045705921549
"ASV_1235",0.216738678433297,0.741283143033859
"ASV_10218",0.348097023084608,0.819051819022608
"ASV_616",0.920087197787951,0.968626808209346
"ASV_4353",0.872343417959862,0.968626808209346
"ASV_15353",0.470759301180147,0.853945703836692
"ASV_2127",0.00347038429701019,0.149015007932796
"ASV_8783",0.166652326456366,0.696473747496328
"ASV_11609",0.624003058731298,0.917651556957791
"ASV_15148",0.572043605474871,0.895453191687077
"ASV_4026",0.513811565834496,0.853945703836692
"ASV_7955",0.587761735290442,0.898018723042586
"ASV_11229",0.242642205198105,0.758256891244078
"ASV_88",0.176002529152844,0.704369791957803
"ASV_5369",0.884053911725724,0.968626808209346
"ASV_4323",0.176092447989451,0.704369791957803
"ASV_7867",0.155629013527829,0.696473747496328
"ASV_13213",0.421300828893795,0.853945703836692
"ASV_4871",0.681558288389729,0.932773362739215
"ASV_10441",0.920257442151004,0.968626808209346
"ASV_7470",0.778755051985328,0.968626808209346
"ASV_9007",0.461108267943643,0.853945703836692
"ASV_8816",0.333243233815733,0.815935025126299
"ASV_4597",0.596172219460778,0.901080023799113
"ASV_248",0.0964327226696978,0.584440743452714
"ASV_3328",0.418601327560383,0.853945703836692
"ASV_7125",0.949336161107702,0.983768042598655
"ASV_7040",0.515366567713709,0.853945703836692
"ASV_5226",0.139665459801547,0.665073618102607
"ASV_9550",0.901403771424362,0.968626808209346
"ASV_11186",0.911569161845573,0.968626808209346
"ASV_16366",0.976651869487239,0.9865170398861
"ASV_13755",0.896777868451657,0.968626808209346
"ASV_2912",0.209130483772929,0.741283143033859
"ASV_8489",0.452034259670177,0.853945703836692
"ASV_3345",0.410741611604051,0.853945703836692
"ASV_10291",0.00372537519831989,0.149015007932796
"ASV_886",0.837411688760075,0.968626808209346
"ASV_14932",0.815970667588752,0.968626808209346
"ASV_14407",0.296266110246413,0.811687973277845
"ASV_17186",0.468262436310811,0.853945703836692
"ASV_9635",0.742625970337804,0.968626808209346
"ASV_1814",0.824348848857937,0.968626808209346
"ASV_2369",0.0520284291948207,0.495508849474483
"ASV_17560",0.492362953032219,0.853945703836692
"ASV_11125",0.108094475223172,0.635849854253952
"ASV_14061",0.675326517719749,0.932773362739215
"ASV_8804",0.926012473896267,0.968626808209346
"ASV_3449",0.11970389789819,0.640742928688031
"ASV_5317",0.858796532603254,0.968626808209346
"ASV_4626",0.541277303286719,0.867043278601241
"ASV_18008",0.12654215687639,0.640742928688031
"ASV_11019",0.334533360301783,0.815935025126299
"ASV_5092",0.21057608153148,0.741283143033859
"ASV_12425",0.049329981293323,0.495508849474483
"ASV_3958",0.520906879340382,0.853945703836692
"ASV_3064",0.764392391693713,0.968626808209346
"ASV_9818",0.77252084159922,0.968626808209346
"ASV_14038",0.158812163782809,0.696473747496328
"ASV_3455",0.255272409495388,0.773552756046631
"ASV_27486",0.0570499516749467,0.496086536303884
"ASV_5045",0.166851534652495,0.696473747496328
"ASV_10025",0.929881735880972,0.968626808209346
"ASV_12851",0.0879002780358132,0.549376737723832
"ASV_1147",0.839676416308245,0.968626808209346
"ASV_6937",0.990600990064383,0.990600990064383
"ASV_154",0.972522240987948,0.9865170398861
