"taxon","p_lure","q_lure"
"ASV_2285",0.544913657511694,0.75280538234014
"ASV_10295",0.469555785419644,0.740349206349652
"ASV_2007",0.301590448155944,0.709014828912397
"ASV_199",0.850242958605911,0.909350757867284
"ASV_248",0.0946741620157507,0.512296250699084
"ASV_886",0.834187841335325,0.896976173478844
"ASV_1187",0.0558576460627523,0.512296250699084
"ASV_4083",0.377963526024321,0.726852934662156
"ASV_5214",0.264562326776794,0.661405816941985
"ASV_7880",0.785834171995279,0.88295974381492
"ASV_13151",0.399280796549125,0.73940888249838
"ASV_5789",0.232360646131778,0.617160046092795
"ASV_3313",0.237606617745726,0.617160046092795
"ASV_4981",0.356612736603927,0.710515169934915
"ASV_12132",0.0321369866527056,0.512296250699084
"ASV_2691",0.141702826291989,0.534727646384864
"ASV_16141",0.779207621782347,0.88179447123536
"ASV_518",0.164838765633919,0.545797054127873
"ASV_80",0.175569501652547,0.557363497309673
"ASV_11229",0.236905498996629,0.617160046092795
"ASV_1381",0.0822844941182743,0.512296250699084
"ASV_4315",0.0846038701327444,0.512296250699084
"ASV_5115",0.325104251003449,0.709014828912397
"ASV_4833",0.230065955753027,0.617160046092795
"ASV_319",0.754571794788248,0.867323902055457
"ASV_8489",0.441140412162938,0.740349206349652
"ASV_2770",0.0727041231710248,0.512296250699084
"ASV_4052",0.154545538953985,0.545797054127873
"ASV_19292",0.431277137450312,0.740349206349652
"ASV_11336",0.640834054953267,0.832252019419828
"ASV_2358",0.235416684143905,0.617160046092795
"ASV_19706",0.416567306810866,0.740349206349652
"ASV_11794",0.0258906856042978,0.512296250699084
"ASV_1122",0.299843866123024,0.709014828912397
"ASV_11723",0.0318695373115325,0.512296250699084
"ASV_12548",0.127591347415735,0.512296250699084
"ASV_7449",0.587707214899134,0.794198939052884
"ASV_3923",0.317158964222242,0.709014828912397
"ASV_8640",0.055014573566567,0.512296250699084
"ASV_4962",0.12384969497496,0.512296250699084
"ASV_3958",0.520759956213598,0.752771513023017
"ASV_7978",0.497548548955213,0.742451165400382
"ASV_5045",0.169197086779641,0.545797054127873
